name,maker,information,danger,id,score
타리마졸크림,한국프라임제약,"[허가사항변경(통일조정) 의약품심사조정과-6475, 2014.11.20]1. 피부사상균, 효모 곰팡이, 기타 진균에 의한 피부진균증   예: 백선, 어루러기, 피부칸디다증, 칸디다성 외음염 및 칸디다성 귀두염2. 상기 진균류에 중복감염된 피부질환3. 코리네박테륨에 의한 홍색음선",NULL,14926,2
티나실크림1%,동광제약,"[허가사항변경(2015년 재평가), 의약품안전평가과-6848, 2016.12.12.](크림제)1. Trichophyton(T. rubrum, T. mentagrophytes, T. verrucosum, T. violaceum), Microsporum canis 및 Epidermophyton floccosum과 같은 피부사상균에 의한 피부진균감염증 : 족부백선, 고부백선(완선), 체부백선2. Pityrosporum orbiculare (Malassezia furfur)에 의한 어루러기3. 피부칸디다증",NULL,14927,8
릴랙슬정,동광제약,"근골격계 질환에 수반하는 동통(통증)성 연축(수축과 이완) : 요배통증(허리, 등통증), 경견완증후군(목어깨팔증후군), 견관절(어깨관절)주위염, 변형성 척추증",NULL,14928,1
제니티딘정75mg,씨트리,"속쓰림, 위산과다, 신트림",NULL,14929,1
티나청포르테점안액,제이에스제약,"눈의 피로, 결막충혈, 수영 후 눈의 불쾌감 또는 먼지나 땀이 눈에 들어갔을 때 자외선 및 기타광선에 의한 눈의 염증, 눈꺼풀의 짓무름, 하드콘택트렌즈를 착용시 불쾌감, 눈의 가려움, 눈의 침침함.(눈곱이 많을 때 등)",NULL,14930,3
터빈쿨겔,한솔신약,"1.Trichophyton(즉T.rubrum, T.mentagrophytes, T.verrucosum, T.violaceum), Microsporum canis 및 Epidermophyton floccosum과 같은 피부사상균에 의한 피부 진균(곰팡이) 감염증 : 족부백선(발백선증, 무좀) 고부백선(대퇴부백선), 체부백선2. Pityrosporum orbiculare(Malassezia furfur)에 의한 전풍(어루러기)",NULL,14931,2
일양나프록센나트륨정,경동제약,"1. 주효능 효과류마티양 관절염, 골관절염(퇴행성 관절질환), 강직성 척추염, 건염(힘줄염), 급성통풍, 월경곤란증2. 다음 질환에도 사용할 수 있다.활액(윤활)낭염, 골격근장애(염좌(삠), 좌상(타박상), 외상(상처), 요천통(허리통증)), 수술후 동통(통증), 편두통, 발치(이를 뽑음)후 동통(통증)",NULL,14932,2
쾌락스정,일양약품,"변비, 변비에 따른 다음 증상의 완화 : 식욕부진(식욕감퇴), 복부팽만, 장내이상발효, 치질",NULL,14933,0
모가네스프레이,휴온스메디케어,"목(인후)의 염증으로 인한 목의 통증, 목의 부종, 목의 불쾌감, 목이 쉼, 구내염",NULL,14934,13
겐타시드정,명문제약,"위산과다, 속쓰림, 위부불쾌감, 위부팽만감, 식체(위체), 구역, 구토, 위통, 신트림, 식욕감퇴(식욕부진), 소화불량, 과식",NULL,14935,2
힘톤플러스연질캡슐,한올바이오파마,"1. 다음 경우의 비타민 A, E, C 의 보급- 육체피로, 임신.수유기, 병중.병후(병을 앓는 동안이나 회복 후)의 체력저하시, 노년기2. 이 약에 함유된 비타민 등의 효능.효과는 다음과 같다.- 눈의 건조감의 완화, 야맹증(밤에 잘 못보는 증상)- 말초혈행장애 및 갱년기시 다음 증상의 완화 : 어깨.목결림, 수족저림.수족냉증(손발이 차가움)- 햇빛.피부병 등에 의한 색소침착(기미, 주근깨)의 완화, 잇몸출혈.비출혈(코피) 예방3. 아연의 보급",NULL,14936,2
안티푸라민더블파워카타플라스마,메디카코리아,"다음 증상의 진통.소염(항염) : 타박상, 삠, 요(허리)통, 어깨결림, 근육통, 관절통",NULL,14937,0
디부로펜시럽,유한양행,"급성 상기도 감염으로 인한 발열시 해열",NULL,14938,1
마비트연질캡슐,에이프로젠제약,"1. 다음경우의 비타민 E, B1, B6 의 보급  - 육체피로  - 임신ㆍ수유기  - 병중·병후(병을 앓는 동안이나 회복 후)의 체력저하시  - 노년기  - 이 약에 함유된 비타민 등의 효능ㆍ효과는 다음과 같다.ㆍ 말초혈행장애 및 갱년기시 다음 증상의 완화 : 어깨ㆍ목결림, 수족저림·수족냉증(손발이 차가움)ㆍ 다음 증상의 완화 : 신경통, 근육통, 관절통(요(허리)통, 어깨결림 등), 구각염(입꼬리염), 구순염(입술염), 구내염(입안염), 설염(혀염), 습진, 피부염ㆍ 각기ㆍ 눈의피로2. 마그네슘결핍으로 인한 근육경련",NULL,14939,2
크레도크림,제이에스제약,"남성성기 촉각의 예민성 감소",NULL,14940,2
메타리빈액0.05%,하원제약,"코감기(급성비염), 알레르기성 비염 또는 부비동염에 의한 다음 증상의 완화 : 코막힘, 콧물, 재채기, 머리무거움",NULL,14941,2
뮤날스더블액션현탁액,태극제약,"[허가사항변경(2014년 재평가), 의약품안전평가과-2589, 2015.11.17](현탁제)다음의 위식도 역류의 증상 개선 :○ 산 역류○ 속쓰림○ 위 내용물의 역류로 인한 소화불량 (예를 들어 식사 후, 임신 중, 역류성 식도염과 동반하는 경우의)",NULL,14942,8
퀵콜연질캡슐,한국콜마,"감기의 제증상(여러 증상(콧물, 코막힘, 재채기, 인후통, 기침, 가래, 오한(춥고 떨리는 증상), 발열, 두통, 관절통, 근육통))의 완화",NULL,14943,1
이베다정,테라젠이텍스,"다음경우의 비타민 B2, B6의 보급  - 육체피로  - 임신ㆍ수유기  - 병중ㆍ병후(병을 앓는 동안이나 회복 후)의 체력저하시  - 이 약에 함유된 비타민 등의 효능ㆍ효과는 다음과 같다.    .다음 증상의 완화 : 구각염(입꼬리염), 구순염(입술염), 구내염(입안염), 설염(혀염), 습진, 피부염",NULL,14944,2
나스코프연질캡슐,제이에스제약,"기침, 가래",NULL,14945,4
화이트아스피린장용정100mg,서흥,"[허가사항변경(통일조정), 의약품심사조정과-3468, 2017.06.01.]1) 다음 질환에서 혈전 생성 억제 · 심근경색 · 뇌경색 · 불안정형 협심증2) 관상동맥 우회술(CABG) 또는 경피경관 관상동맥 성형술(PTCA) 후 혈전 생성 억제3) 고위험군환자(허혈성 심장질환의 가족력, 고혈압, 고콜레스테롤혈증, 비만, 당뇨 등 복합적 위험인자를 가진 환자)에서 심혈관계 위험성 감소",NULL,14946,5
알보덤핀포르테크림,화이트생명과학,"[허가사항변경(2015년 재평가), 의약품안전평가과-6848, 2016.12.12.](크림제)1. Trichophyton(T. rubrum, T. mentagrophytes, T. verrucosum, T. violaceum), Microsporum canis 및 Epidermophyton floccosum과 같은 피부사상균에 의한 피부진균감염증 : 족부백선, 고부백선(완선), 체부백선2. Pityrosporum orbiculare (Malassezia furfur)에 의한 어루러기3. 피부칸디다증",NULL,14947,1
에이티피장용정,알보젠코리아,"다음 질환에 수반하는 여러 증상의 개선 :  심부전, 두부외상 후유증, 조절성 안정피로",NULL,14948,4
알부텐연질캡슐,제일약품,"1) 다음경우의 비타민 E, B1, B2, B6, C 의 보급   - 육체피로   - 임신.수유기   - 병중.병후(병을 앓는 동안이나 회복 후)의 체력저하시   - 노년기   - 이 약에 함유된 비타민 등의 효능.효과는 다음과 같다.    . 말초혈행장애 및 갱년기시 다음 증상의 완화 : 어깨·목결림, 수족저림·수족냉증(손발이 차가움)",NULL,14949,1
도미다프리미엄정,한국프라임제약,"* 다음 경우의 비타민 E, B2, B6, C의 보급 - 육체 피로    - 임신.수유기    - 병중.병후(병을 앓는 동안이나 회복 후)의 체력 저하 시 - 노년기 - 이 약에 함유된 비타민 등의 효능ㆍ효과는 다음과 같다.  . 말초혈행장애 및 갱년기 시 다음 증상의 완화 : 어깨.목결림, 수족저림.수족냉증(손발이 차가움)  . 다음 증상의 완화 : 구각염(입꼬리염), 구순염(입술염), 구내염(입안염), 설염(혀염), 습진, 피부염  . 햇빛, 피부병 등에 의한 색소침착(기미, 주근깨)의 완화  . 잇몸출혈, 비출혈(코피) 예방",NULL,14950,1
마그탑연질캡슐,제이에스제약,"1. 다음경우의 비타민  E, B1, B6의 보급  - 육체피로  - 임신.수유기  - 병중.병후(병을 앓는 동안이나 회복 후)의 체력저하시  - 노년기  - 이 약에 함유된 비타민 등의 효능.효과는 다음과 같다.. 말초혈행장애 및 갱년기시 다음 증상의 완화 : 어깨.목결림, 수족저림.수족냉증(손발이 차가움). 다음 증상의 완화 : 신경통, 근육통, 관절통(요(허리)통, 어깨결림 등), 구각염(입꼬리염), 구순염 (입술염), 구내염(입안염), 설염(혀염), 습진, 피부염. 각기   . 눈의피로 2. 마그네슘결핍으로 인한 근육경련",NULL,14951,1
자이펜시럽,한국프라임제약,"급성 상기도 감염으로 인한 발열시 해열",NULL,14952,11
브론스판시럽,일화,"[2011.02.21 2010년 재평가 변경지시 반영(효능효과, 용법용량, 주의사항)]만성 염증성 기관지 질환의 증상 개선, 기침을 동반한 호흡기의 급성 염증 완화",NULL,14953,1
이든탄산칼슘정,고려제약,"1) 다음 질환의 제산작용 및 증상의 개선: 위십이지장궤양, 위염, 위산과다2) 칼슘보급",NULL,14954,0
펜크린정,이든파마,"신경통, 근육통, 관절통, 요(허리)통, 염좌통(삔 통증), 견통(어깨결림), 근경련(근육경련), 근경직등 근육의 이상 긴장을 수반하는 제질환(여러 질환)",NULL,14955,2
아로마에스캡슐,제이에스제약,"치은염, 치조농루에 의한 여러증상 (잇몸의 발적, 부기, 출혈, 고름등)의 완화",NULL,14956,13
탄툼베르데네뷸라이저,태극제약,"인후, 구강, 잇몸, 발치전후의 염증치료 및 진통",NULL,14957,2
알보케어리버350연질캡슐,삼아제약,"다음 질환의 보조치료: 독성간질환, 만성간염, 간경변",NULL,14958,9
카바몰프로정,알보젠코리아,"근골격계 질환에 수반하는 동통(통증)성 연축(수축과 이완): 요배통증(허리, 등 통증), 경견완증후군(목, 어깨, 팔 증후군), 견관절(어깨관절)주위염, 변형성 척추증",NULL,14959,1
나나코에프연질캡슐,신일제약,"감기의 제증상(여러 증상)(콧물, 코막힘, 재채기, 인후(목구멍)통, 기침, 오한(춥고 떨리는 증상), 발열, 두통, 관절통, 근육통)의 완화",NULL,14960,4
아스타펜정160mg,한국프라임제약,"[허가사항변경(통일조정) 의약품정책과-1060, 2014.2.7]1. 주효능·효과감기로 인한 발열 및 동통(통증), 두통, 신경통, 근육통, 월경통, 염좌통(삔 통증)2. 다음 질환에도 사용할 수 있다.치통, 관절통, 류마티양 동통(통증)",NULL,14961,7
크로부틴정,삼남제약,"1. 주효능 효과1) 식도역류 및 열공헤르니아, 위 십이지장염, 위 십이지장궤양에 있어서의 소화기능이상 (복통, 소화불량,구역, 구토)2) 과민성대장증후군 및 경련성 결장3) 소아 질환 : 습관성 구토, 비감염성 장관통과장애 (변비, 설사), 동요자극, 수면장애",NULL,14962,1
굿콜드연질캡슐,대우제약,"감기의 제증상(여러증상)(콧물, 코막힘, 재채기, 인후(목구멍)통, 기침, 가래, 오한(춥고 떨리는 증상), 발열, 두통, 관절통, 근육통)의 완화",NULL,14963,2
마테놀연질캡슐,알피바이오,"* 다음경우의 비타민 E의 보급- 노년기· 말초혈행장애 및 갱년기시 다음 증상의 완화 : 어깨 · 목결림, 수족저림 · 수족냉증(손발이 차가움)* 마그네슘결핍으로 인한 근육경련",NULL,14964,20
웰다운비정,테라젠이텍스,"감기의 제증상(인후통, 기침, 가래, 오한, 발열, 두통, 관절통, 근육통)의 완화",NULL,14965,61
블루카인크림,우리들제약,"남성 성기 촉각의 예민성 감소",NULL,14966,1
덴트딘캡슐,풍림무약,"치은염,치조 농루에 의한 여러 증상의 완화 : 잇몸의 발적.부기.출혈.고름",NULL,14967,2
레티코연질캡슐,동구바이오제약,"감기의 제증상(여러증상)(콧물, 코막힘, 재채기, 인후(목구멍)통, 오한(춥고 떨리는 증상), 발열, 두통, 관절통, 근육통)의 완화",NULL,14968,1
조아아크네겔,서흥,심상성여드름(보통여드름),NULL,14969,0
라팡콜드연질캡슐,조아제약,"감기의 제증상(여러증상)(콧물, 코막힘, 재채기, 인후(목구멍)통, 기침, 가래, 오한(춥고 떨리는 증상), 발열, 두통, 관절통, 근육통)의 완화",NULL,14970,8
여우엔연질캡슐,현대약품,"1. 주효능효과  류마티양 관절염, 골관절염(퇴행성 관절질환), 강직성 척추염, 건염(힘줄염), 급성 통풍, 월경곤란증2. 다음 질환에도 사용할 수 있습니다.  활액낭염, 골격근장애(염좌(삠), 좌상(타박상/멍), 외상, 요천통(허리통증)), 수술 후 동통(통증), 편두통, 발치후 동통(통증)",NULL,14971,1
징코멕스정120mg,코오롱제약,"1. 주 효능효과 1) 말초동맥 순환장애(간헐성 파행증(시간 간격을 두고 되풀이하여 절뚝거림))의 치료 2) 어지러움, 혈관성 및 퇴행성 이명(귀울림) 3) 이명(귀울림), 두통, 기억력 감퇴, 집중력 장애, 우울감, 어지러움 등의 치매성 증상을 수반하는 기질성 뇌기능 장애의 치료",NULL,14972,1
프라코프연질캡슐,레고켐제약,"감기의 제증상(여러 증상)(콧물, 코막힘, 재채기, 인후(목구멍)통, 기침, 가래, 오한(춥고 떨리는 현상), 발열, 두통, 관절통, 근육통)의 완화",NULL,14973,5
니자드정,한국프라임제약,"속쓰림, 위산과다, 신트림",NULL,14974,1
디제스콘더블액션현탁액,이든파마,"[허가사항변경(2014년 재평가), 의약품안전평가과-2589, 2015.11.17](현탁제)다음의 위식도 역류의 증상 개선 :○ 산 역류○ 속쓰림○ 위 내용물의 역류로 인한 소화불량 (예를 들어 식사 후, 임신 중, 역류성 식도염과 동반하는 경우의)",NULL,14975,1
마그맥스연질캡슐,태극제약,"1. 다음경우의 비타민 E, B1, B6, 의 보급  - 육체피로  - 임신.수유기  - 병중.병후(병을 앓는 동안이나 회복 후)의 체력저하시  - 노년기  - 이 약에 함유된 비타민 등의 효능.효과는 다음과 같다.. 말초혈행장애 및 갱년기시 다음 증상의 완화 : 어깨.목결림, 수족저림.수족냉증(손발이 차가움). 다음 증상의 완화 : 신경통, 근육통, 관절통(요(허리)통, 어깨결림 등), 구각염(입꼬리염), 구순염(입술염), 구내염(입안염), 설염(혀염), 습진, 피부염. 각기. 눈의피로2. 마그네슘결핍으로 인한 근육경련",NULL,14976,1
프로빌연질캡슐,동화약품,"1. 만성 다발성(여러 부위에서 동시에 나타나는) 관절염, 류마티스관절염2. 관절증3. 강직척추염4. 외상(상처) 및 수술 후 통증성 부종(부기) 또는 염증5. 염증, 통증 및 발열을 수반하는 감염증의 치료보조",NULL,14977,8
옥시코잘액,한국프라임제약,"코감기(급성비염(코염)), 알레르기성 비염(코염) 또는 부비동염에 의한 다음 증상의 완화 : 코막힘, 콧물, 재채기, 머리무거움",NULL,14978,1
이든암브록솔염산염정,일양약품,"[허가사항변경(2014년 재평가), 의약품안전평가과-2589, 2015.11.17](정제)(캡슐제)(시럽제)(흡입제)점액분비장애로 인한 다음의 급·만성 호흡기질환 : 급·만성기관지염, 천식성기관지염",NULL,14979,1
씨엠지프리미움크림,이든파마,"남성 성기 촉각의 예민성 감소",NULL,14980,2
나나콜엠연질캡슐,씨엠지제약,"감기의 제증상(여러 증상)(콧물, 코막힘, 재채기, 인후(목구멍)통, 기침, 가래, 오한(춥고 떨리는 증상), 발열, 두통, 관절통, 근육통)의 완화",NULL,14981,1
디아스탑캡슐,한국프라임제약,"설사, 복통(배아픔)을 수반하는 설사, 체함, 붉은 변, 토사",NULL,14982,1
동성맥문동탕엑스과립,한솔신약,기침(감기),NULL,14983,1
센스돌연질캡슐,동성제약,"[허가사항변경(2014년 재평가), 한약정책과, 2014.05.08]치주(치아주위조직)질환[치아지지조직질환, 치은염, 치주(치아주위조직)증(유년형 치주(치아주위조직)염)]",NULL,14984,3
화이렉스정,콜마파마,"근골격계 질환에 수반하는 동통(통증)성 연축(수축과 이완) : 요배통증(허리, 등통증), 경견완증후군(목어깨팔증후군), 견관절(어깨관절)주위염, 변형성 척추증",NULL,14985,1
노즈콜드연질캡슐,화이트생명과학,"감기의 제증상(여러증상)(콧물, 코막힘, 재채기, 인후(목구멍)통, 오한(춥고 떨리는 증상), 발열, 두통, 관절통, 근육통)의 완화",NULL,14986,2
스무스케어크림1%,알피바이오,"(연고제)(크림제)(로오숀제) 습진?피부염군, 피부가려움, 벌레물린데",NULL,14987,3
아로나민실버프리미엄정,한국콜마,"○ 다음 경우의 비타민 A, D, E, B1, B2, B6, C의 보급  - 육체피로  - 임신.수유기  - 병중.병후(병을 앓는 동안이나 회복 후)의 체력저하시  - 발육기  - 노년기  - 이 약에 함유된 비타민 등의 효능.효과는 다음과 같다.    * 비타민B1: . 다음 증상의 완화: 신경통, 근육통, 관절통(요통, 어깨결림 등)                 . 각기                  . 눈의 피로    * 비타민B2: . 다음 증상의 완화 : 구각염(입꼬리염), 구순염(입술염), 구내염(입안염),  설염(혀염), 습진, 피부염    * 비타민 D: . 뼈, 이의 발육불량                  . 구루병의 예방",NULL,14988,1
레모나틴정,일동제약,"* 다음경우의 비타민B2, C 의 보급  - 육체피로  - 임신.수유기  - 병중.병후(병을 앓는 동안이나 회복 후)의 체력저하시  - 이 약에 함유된 비타민 등의 효능?효과는 다음과 같다.    . 햇빛.피부병 등에 의한 색소침착(기미, 주근깨)의 완화    . 잇몸출혈.비출혈(코피) 예방",NULL,14989,1
비알덱시펜시럽,경남제약,"급성 상기도 감염으로 인한 발열시 해열",NULL,14990,1
빙빙정,보령바이오파마,"1. 주 효능효과  1) 말초동맥 순환장애(간헐성 파행증(이따금 절뚝거림))의 치료  2) 어지러움, 혈관성 및 퇴행성 이명(귀울림)  3) 이명(귀울림), 두통, 기억력 감퇴, 집중력 장애, 우울감, 어지러움 등의 치매성 증상을 수반하는 기질성 뇌기능 장애의 치료",NULL,14991,1
안토시안연질캡슐,코오롱제약,"(캡슐제)(정제)1. 당뇨병에 의한 망막변성 및 눈의 혈관장애 개선2. 야맹증",NULL,14992,3
에카맥정,한미약품,"감기의 제증상(인후통, 기침, 가래, 오한, 발열, 두통, 관절통, 근육통)의 완화",NULL,14993,1
프리센연질캡슐,우리들제약,"1. 주효능효과  류마티양 관절염, 골관절염(퇴행성 관절질환), 강직성 척추염, 건염[힘줄염], 급성 통풍, 월경곤란증2. 다음 질환에도 사용할 수 있습니다.  활액[윤활]낭염, 골격근장애(염좌[삠], 좌상[타박상], 외상[상처], 요천통[허리통증]), 수술 후 동통[통증], 편두통, 발치[이를 뽑음]후 동통[통증]",NULL,14994,1
하원이부프로펜정400mg,씨엠지제약,"1. 주효능효과감기로 인한 발열 및 동통, 요통, 월경곤란증, 류마티양 관절염, 연소성 류마티양 관절염, 골관절염(퇴행성 관절질환), 수술후 동통2. 다음 질환에도 사용할 수 있다.두통, 치통, 근육통, 신경통, 강직성 척추염, 급성통풍, 건선성 관절염, 연조직손상(염좌, 좌상), 비관절 류마티스질환(건염, 건초염, 활액낭염)",NULL,14995,1
아나프제연질캡슐,하원제약,"1. 주효능효과  류마티양 관절염, 골관절염(퇴행성 관절질환), 강직성 척추염, 건염[힘줄염], 급성 통풍, 월경곤란증2. 다음 질환에서도 사용할 수 있습니다.  활액[윤활]낭염, 골격근장애(염좌[삠], 좌상[타박상], 외상[상처], 요천통[허리통증]), 수술 후 동통[통증], 편두통, 발치[이를 뽑음]후 동통[통증]",NULL,14996,11
위엔젤더블액션현탁액,유유제약,"[허가사항변경(2014년 재평가), 의약품안전평가과-2589, 2015.11.17](현탁제)다음의 위식도 역류의 증상 개선 :○ 산 역류○ 속쓰림○ 위 내용물의 역류로 인한 소화불량 (예를 들어 식사 후, 임신 중, 역류성 식도염과 동반하는 경우의)",NULL,14997,1
큐엔비타골드연질캡슐,제이더블유중외제약,"1. 다음 경우의 비타민 A, E, B1, B2, C 의 보급- 육체피로, 임신.수유기, 병중.병후(병을 앓는 동안이나 회복 후)의 체력저하시, 노년기2. 이 약에 함유된 비타민 등의 효능.효과는 다음과 같다.- 말초혈행장애 및 갱년기시 다음 증상의 완화: 어깨.목결림, 수족저림.수족냉증(손발이 차가움)- 다음 증상의 완화: 구각염(입꼬리염), 구순염(입술염), 구내염(입안염), 설염(혀염), 습진, 피부염- 햇빛.피부병 등에 의한 색소침착(기미, 주근깨)의 완화, 잇몸출혈.비출혈(코피) 예방",NULL,14998,3
팍센연질캡슐,알피바이오,"1. 주효능효과류마티양 관절염, 골관절염(퇴행성 관절질환), 강직성 척추염, 건염(힘줄염), 급성통풍, 월경곤란증2. 다음 질환에도 사용할 수 있습니다.활액(윤활)낭염, 골격근장애(염좌(삠), 좌상(타박상), 외상(상처), 요천통(허리통증)), 수술후 동통(통증), 편두통, 발치(이를 뽑음)후 동통(통증)",NULL,14999,2
장비오산,미래제약,"급.만성 장염, 급.만성 설사, 급성 이질, 각종 원인에 기인한 장내 이상발효",NULL,15000,10
에스피코정,씨티씨바이오,"코감기(급성비염), 알레르기성 비염 또는 부비동염에 의한 다음 증상의 완화 : 코막힘, 콧물, 재채기, 눈물, 인후통, 머리 무거움",NULL,15001,1
하이로손겔1%,텔콘알에프제약,"1. 다음의 원인으로 인한 가벼운 피부 자극, 염증, 발진으로 인한 가려움의 일시적인 완화 :- 습진, 건선, 옻나무 자극, 벌레 물린 데, 세정제, 보석류, 화장품, 비누, 지루성 피부염 항문, 생식기 가려움 증상의 일시적인 완화2. 의사의 지시 없이 다른 용도로 사용하지 말 것.",NULL,15002,1
노루모에프산,태극제약,"위산과다, 속쓰림, 위부불쾌감, (소화 불량으로 인한)위부팽만감, 체함, 구역, 구토, 위통, 신트림, 식욕감퇴(식욕부진), 소화불량, 과식, 소화촉진",NULL,15003,15
개비트론더블액션현탁액,일양약품,"[허가사항변경(2014년 재평가), 의약품안전평가과-2589, 2015.11.17](현탁제)다음의 위식도 역류의 증상 개선 :○ 산 역류○ 속쓰림○ 위 내용물의 역류로 인한 소화불량 (예를 들어 식사 후, 임신 중, 역류성 식도염과 동반하는 경우의)",NULL,15004,2
에나졸크림,국제약품,"[허가사항변경(2015년 재평가), 의약품안전평가과-6848, 2016.12.12.](크림제)1. Trichophyton(T. rubrum, T. mentagrophytes, T. verrucosum, T. violaceum), Microsporum canis 및 Epidermophyton floccosum과 같은 피부사상균에 의한 피부진균감염증 : 족부백선, 고부백선(완선), 체부백선2. Pityrosporum orbiculare (Malassezia furfur)에 의한 어루러기3. 피부칸디다증",NULL,15005,2
지니콜드연질캡슐,제이에스제약,"감기의 제증상(여러증상)(콧물, 코막힘, 재채기, 인후(목구멍)통, 기침, 가래, 오한(춥고 떨리는 증상), 발열, 두통, 관절통, 근육통)의 완화",NULL,15006,2
알비코정,알피바이오,"[허가사항변경(2015년 재평가), 의약품안전평가과-6848, 2016.12.12.](정제)(시럽제)코감기, 알레르기 및 혈관운동성 코염에 의한 다음 증상의 완화 : 재채기, 콧물, 코막힘, 눈물(캡슐제)코감기, 알레르기 및 혈관운동성 코염에 의한 다음 증상의 완화 : 재채기, 콧물, 코막힘",NULL,15007,1
브레콜연질캡슐,마더스제약,"감기의 제증상(여러 증상)(콧물, 코막힘, 재채기, 인후(목구멍)통, 기침, 가래, 오한(춥고 떨리는 증상), 발열, 두통, 관절통, 근육통)의 완화",NULL,15008,56
비타비업정,한국프라임제약,"1. 다음경우의 비타민 B1, B2, B6의 보급  - 육체피로  - 임신.수유기  - 병중.병후(병을 앓는 동안이나 회복 후)의 체력저하시  - 이 약에 함유된 비타민 등의 효능효과는 다음과 같다.   · 다음 증상의 완화 : 신경통, 근육통, 관절통(요통, 어깨결림 등), 구각염(입꼬리염), 구순염(입술염), 구내염(입안염), 설염(혀염), 습진, 피부염   · 각기      · 눈의 피로",NULL,15009,1
헬프로투스정,한국코러스,"위통, 속쓰림, 소화불량, 구역",NULL,15010,1
물드라민에스겔,삼일제약,"습진, 피부염, 땀띠, 옻 등에 의한 피부염, 가려움, 벌레물림, 두드러기, 동창",NULL,15011,2
라미디핀크림,시믹씨엠오코리아주식회사,"다음의 피부진균증  1) 백선 : 족부백선, 수부백선, 고부백선(완선), 체부백선  2) 피부칸디다증  3) 어루러기  4) 조갑(손.발톱) 진균증",NULL,15012,2
콜맥에스시럽,콜마파마,"감기의 제증상(여러 증상)(콧물, 코막힘, 재채기, 인후(목구멍)통, 기침, 가래, 오한(춥고 떨리는 증상), 발열, 두통, 관절통, 근육통의 완화.",NULL,15013,3
헬스씨정1000mg,한국맥널티,"(정제)(캡슐제)1. 괴혈병의 예방과 치료2. 비타민 C의 요구량이 증가하는 소모성 질환1) 임신ㆍ수유기 및 병중 병후의 체력저하2) 육체피로3. 다음 질환 중 비타민 C 결핍으로 추정되는 경우1) 잇몸출혈, 비출혈, 혈뇨 등의 모세관출혈2) 햇빛ㆍ피부병 등에 의한 색소침착(기미, 주근깨)3) 흡수불량",NULL,15014,1
비그만정,이든파마,"복부에 피하지방이 많고 변비기가 있는 사람의 다음 제증 :  비만증, 변비, 고혈압의 수반증상(동계, 어깨결림, 역상), 부종",NULL,15015,6
소부날캡슐200mg,알보젠코리아,"[허가사항변경(2014년 재평가), 의약품안전평가과-2589, 2015.11.17](캡슐제)(시럽제)분비기능이 항진된 급.만성 호흡기 장애 : 급·만성기관지염, 호흡장애(천식, 기침)를 수반한 기관지염, 비인두염, 후두기관염",NULL,15016,1
카르마에프연질캡슐,진양제약,"다음 질환의 보조 치료 : 독성 간질환, 만성 간염, 간경변",NULL,15017,1
감마마그빅연질캡슐,한국프라임제약,"1. 다음 경우의 비타민 E, B1, B6의 보급   - 육체피로   - 임신.수유기   - 병중.병후 (병을 앓는 동안이나 회복 후)의 체력저하시   - 노년기   - 이 약에 함유된 비타민 등의 효능.효과는 다음과 같다.      . 말초혈행장애 및 갱년기시 다음 증상의 완화 : 어깨.목결림, 수족저림.수족냉증(손발이 차가움)      . 다음 증상의 완화 : 신경통, 근육통, 관절통(요통, 어깨결림 등), 구각염(입꼬리염), 구순염(입술염), 구내염(입안염), 설염(혀염), 습진, 피부염      . 각기      . 눈의 피로2. 마그네슘결핍으로 인한 근육경련",NULL,15018,1
치감원엑스과립,알파제약,"감기, 코감기, 두통, 어깨결림, 근육통, 손과 어깨통증",NULL,15019,2
제파인겔,한국인스팜,"다음 질환 및 증상의 진통ㆍ소염 : 퇴행성관절염(골관절염), 어깨관절주위염, 건ㆍ건초염, 건주위염, 상완골상과염(테니스 엘보우 등), 근육통, 외상후의 종창ㆍ동통",NULL,15020,5
네프마리정,제이에스제약,"방광염, 요도염, 신장(콩팥)병, 신증후군, 부종(부기)",NULL,15021,3
알보케어본300연질캡슐,서울제약,"1. 다음 경우의 비타민 E, B1, B6의 보급- 육체 피로- 임신·수유기- 병중·병후(병을 앓는 동안이나 회복 후)의 체력 저하시- 노년기2. 이 약에 족유된 비타민 등의 효능·효과는 다음과 같다. - 말초혈행장애 및 갱년기시 다음 증상의 완화 : 어깨·목결림, 수족저림·수족냉증(손발이 차가움)- 다음 증상의 완화 : 신경통, 근육통, 관절통(요통, 견통(어깨결림) 등), 구각염(입꼬리염), 구순염(입술염), 구내염(입안염), 설염(허염), 습진, 피부염- 각기- 눈의 피로",NULL,15022,0
덴퍼스골드캡슐,알보젠코리아,"[허가사항변경(안전성 정보처리), 의약품안전평가과-4208, 2016.08.04.] 치주치료 후 치은염, 경·중등도 치주염의 보조치료",NULL,15023,64
로피딘캡슐,한국코러스,"1. 주효능 효과  급성설사, 만성설사",NULL,15024,4
메가우루백정,화이트생명과학,"다음경우의 비타민 B1, B2, B6, B12의 보급  - 육체피로  - 임신.수유기  - 병중.병후  - 이 약에 함유된 비타민 등의 효능.효과는 다음과 같다.    .다음 증상의 완화 : 신경통, 근육통, 관절통(요통, 어깨결림 등), 구각염(입꼬리염), 구순염(입술염), 구내염(입안염), 설염(혀염), 습진, 피부염    .각기   .눈의피로",NULL,15025,1
비비코에스연질캡슐,동성제약,"감기의 제증상(여러증상)(콧물, 코막힘, 재채기, 인후(목구멍)통, 기침, 가래, 오한(춥고 떨리는 증상), 발열, 두통, 관절통, 근육통)의 완화",NULL,15026,2
